"id","place_name","state","city","city_tag","phone","category","description","image_url","reviews_count","rating","lat","lng"
278,Amaris Hotel Nagoya Hill Batam,Riau Islands,Batam City,batam,+62 778 7430488,Hotel,"Colorful, pared-back rooms in a relaxed property offering complimentary breakfast & Wi-Fi.",https://storage.googleapis.com/travelease-bucket/batam/amaris_hotel_nagoya_hill_batam.jpg,1585,4.1,"1.1454244","104.0134608"
279,Batu Ampar,Riau Islands,Batam City,batam,-,Tujuan Wisata,-,https://storage.googleapis.com/travelease-bucket/batam/batu_ampar.jpg,0,0.0,"1.171904","104.019403"
280,Delta Spa,Riau Islands,Batam City,batam,+62 778 7430360,Spa,-,https://storage.googleapis.com/travelease-bucket/batam/delta_spa.jpg,132,4.3,"1.1462373","104.0140142"
281,ibis Styles Batam Nagoya,Riau Islands,Batam City,batam,+62 778 5707000,Hotel,"Contemporary rooms & suites in a colorful hotel featuring a restaurant, an outdoor pool & a gym.",https://storage.googleapis.com/travelease-bucket/batam/ibis_styles_batam_nagoya.jpg,2447,4.4,"1.153543","104.0209489"
282,Inul Vizta Nagoya Hill | Family Karaoke Batam,Riau Islands,Batam City,batam,+62 778 7493737,Karaoke bar,-,https://storage.googleapis.com/travelease-bucket/batam/inul_vizta_nagoya_hill_|_family_karaoke_batam.jpg,1541,4.3,"1.1448714","104.0129502"
283,Matahari Department Store,Riau Islands,Batam City,batam,+62 778 7493555,Department store,-,https://storage.googleapis.com/travelease-bucket/batam/matahari_department_store.jpg,1325,4.4,"1.1470257","104.0119729"
284,Hypermart Batam Nagoya,Riau Islands,Batam City,batam,+62 778 7493600,Supermarket,-,https://storage.googleapis.com/travelease-bucket/batam/hypermart_batam_nagoya.jpg,9755,4.5,"1.146366","104.012011"
285,Cinema XXI Nagoya Hill,Riau Islands,Batam City,batam,+62 778 7493521,Movie theater,-,https://storage.googleapis.com/travelease-bucket/batam/cinema_xxi_nagoya_hill.jpg,2441,4.5,"1.1469284","104.0117708"
286,Nagoya Citywalk,Riau Islands,Batam City,batam,+62 778 430000,Shopping mall,"Low-key mall with clothing shops, a food court & an amusement area with rides for kids.",https://storage.googleapis.com/travelease-bucket/batam/nagoya_citywalk.jpg,3714,4.2,"1.1439313","104.0071286"
287,Four Points by Sheraton Batam,Riau Islands,Batam City,batam,+62 778 5708800,Hotel,"Retro rooms in an upscale hotel offering an outdoor pool, a 24-hour gym & a restaurant.",https://storage.googleapis.com/travelease-bucket/batam/four_points_by_sheraton_batam.jpg,500,4.5,"1.1486642","104.006393"
288,Fun World,Riau Islands,Batam City,batam,+62 778 426589,Children's amusement center,-,https://storage.googleapis.com/travelease-bucket/batam/fun_world.jpg,70,3.9,"1.1439313","104.0072011"
289,Padang Golf Sukajadi,Riau Islands,Batam City,batam,+62 778 8073008,Tourist attraction,-,https://storage.googleapis.com/travelease-bucket/batam/padang_golf_sukajadi.jpg,792,4.6,"1.1023658","104.0326306"
290,Radisson Golf & Convention Center Batam,Riau Islands,Batam City,batam,+62 778 4800888,Hotel,"Upscale lodging with golf course & city views, plus dining, an infinity pool & a 24/7 area shuttle.",https://storage.googleapis.com/travelease-bucket/batam/radisson_golf_&_convention_center_batam.jpg,3804,4.6,"1.103368","104.0317972"
291,Puncak Beliung,Kepulauan Riau,Kota Batam,batam,-,Tujuan Wisata,-,https://storage.googleapis.com/travelease-bucket/batam/puncak_beliung.jpg,193,4.5,"1.0992131","103.9419649"
292,Agro Piknik Marina,Riau Islands,Batam City,batam,+62 852-1331-7000,Nature preserve,-,https://storage.googleapis.com/travelease-bucket/batam/agro_piknik_marina.jpg,78,4.1,"1.0771796","103.9509842"
293,Air Terjun Tiban,Kepulauan Riau,Kota Batam,batam,-,Area Rekreasi Alam,-,https://storage.googleapis.com/travelease-bucket/batam/air_terjun_tiban.jpg,111,4.3,"1.1030859","103.9884194"
294,Kelingking Beach,Bali,Kabupaten Klungkung,bali,-,Pantai,-,https://storage.googleapis.com/travelease-bucket/bali/kelingking_beach.jpg,14711,4.7,-8.7513325,"115.4732086"
295,Devil's Tear,Bali,Kabupaten Klungkung,bali,-,Pantai,Tempat pengamatan populer yang indah dengan panorama sunset yang memukau dan deburan ombak di teluk berbatu.,https://storage.googleapis.com/travelease-bucket/bali/devil's_tear.jpg,5953,4.6,-8.690565,"115.4302884"
296,Teletubbies Hill,Bali,Kabupaten Klungkung,bali,-,Hiking Area,"Dinamai dari latar belakang pertunjukan eponim, perbukitan ini berubah menjadi hijau cerah selama musim hujan.",https://storage.googleapis.com/travelease-bucket/bali/teletubbies_hill.jpg,1053,4.1,-8.7853848,"115.5747842"
297,Tembeling Beach and Forest,Bali,Kabupaten Klungkung,bali,-,Pantai,Pantai kecil dan terpencil yang diakses melalui hutan lebat dengan kolam renang alami.,https://storage.googleapis.com/travelease-bucket/bali/tembeling_beach_and_forest.jpg,1637,4.5,-8.7706991,"115.4969556"
298,Gamat Bay,Bali,Kabupaten Klungkung,bali,-,Snorkling area,"Teluk terlindungi dengan pantai berlatar pohon kelapa, populer untuk tur menyelam & snorkeling.",https://storage.googleapis.com/travelease-bucket/bali/gamat_bay.jpg,1334,4.6,-8.7011172,"115.4692487"
299,Angel's Billabong,Bali,Kabupaten Klungkung,bali,-,Shopping Area,-,https://storage.googleapis.com/travelease-bucket/bali/angel's_billabong.jpg,4406,4.5,-8.7335003,"115.4489788"
300,Saren Cliff Point,Bali,Kabupaten Klungkung,bali,+62 853-3841-7232,Restoran,-,https://storage.googleapis.com/travelease-bucket/bali/saren_cliff_point.jpg,186,4.6,-8.7744198,"115.502352"
301,Broken Beach,Bali,Kabupaten Klungkung,bali,-,Pantai,-,https://storage.googleapis.com/travelease-bucket/bali/broken_beach.jpg,5617,4.6,-8.7327938,"115.4508319"
302,Crystal Bay Beach,Bali,Kabupaten Klungkung,bali,+62 852-3885-2836,Pantai,-,https://storage.googleapis.com/travelease-bucket/bali/crystal_bay_beach.jpg,4583,4.4,-8.7156148,"115.4592001"
303,Taman Pecangakan - Negara,Bali,Kabupaten Jembrana,bali,+62 859-2578-9656,Taman,-,https://storage.googleapis.com/travelease-bucket/bali/taman_pecangakan_-_negara.jpg,1316,4.5,-8.3581195,"114.6367885"
304,Munduk Wilderness Outdoor Activities,Bali,Kabupaten Buleleng,bali,+62 877-8100-6202,Wisata Alam,-,https://storage.googleapis.com/travelease-bucket/bali/munduk_wilderness_outdoor_activities.jpg,220,4.6,-8.2857681,"115.0815283"
305,Banah Cliff Point,Bali,Kabupaten Klungkung,bali,-,Wisata Alam,Panorama bukit terjal berhutan & lengkungan batu laut dari tebing curam yang diakses melalui jalur sulit.,https://storage.googleapis.com/travelease-bucket/bali/banah_cliff_point.jpg,381,4.5,-8.7670731,"115.4869036"
306,Campuhan Ridge Walk,Bali,Kabupaten Gianyar,bali,-,Hiking Area,Lokasi menghijau indah dengan jalur pendakian yang landai & hamparan pemandangan dari puncak bukit.,https://storage.googleapis.com/travelease-bucket/bali/campuhan_ridge_walk.jpg,13338,4.3,-8.5035806,"115.2547579"
307,Puncak Mawar Jembrana Bali,Bali,Kabupaten Jembrana,bali,+62 878-6307-7981,Hiking Area,-,https://storage.googleapis.com/travelease-bucket/bali/puncak_mawar_jembrana_bali.jpg,194,4.1,-8.2938045,"114.639346"
308,Nusa Penida Manta Poin,Bali,Kabupaten Klungkung,bali,+62 877-6156-9384,Wisata Alam,-,https://storage.googleapis.com/travelease-bucket/bali/nusa_penida_manta_poin.jpg,2,3.0,-8.6824449,"115.488461"
309,Pura Ulun Danu Beratan Bedugul,Bali,Kabupaten Tabanan,bali,+62 821-4612-9292,Wisata Alam,"Pura umat Hindu yang indah di danau dengan taman, perahu & kesempatan untuk berfoto dengan satwa liar.",https://storage.googleapis.com/travelease-bucket/bali/pura_ulun_danu_beratan_bedugul.jpg,43465,4.6,-8.2751807,"115.1668234"
310,Mandala Suci Wenara Wana,Bali,Kabupaten Gianyar,bali,+62 361 971304,Cagar Alam,Kompleks kuil Hindu di hutan yang terkenal sebagai habitat kera ekor panjang.,https://storage.googleapis.com/travelease-bucket/bali/mandala_suci_wenara_wana.jpg,49661,4.5,-8.5193727,"115.2606299"
311,Tegallalang Rice Terrace,Bali,Kabupaten Gianyar,bali,-,Wisata Alam,"Kaki bukit berundak indah yang memiliki sawah di tengah pepohonan rimbun, ditambah zip line dan ayunan hutan.",https://storage.googleapis.com/travelease-bucket/bali/tegallalang_rice_terrace.jpg,46206,4.4,-8.4317112,"115.279303"
312,Bali Handara Gate,Bali,Kabupaten Buleleng,bali,-,Wisata Sejarah & Budaya,Tempat berfoto yang populer di pintu masuk lapangan golf dengan ornamen memukau bergaya mitologi Bali.,https://storage.googleapis.com/travelease-bucket/bali/bali_handara_gate.jpg,4199,3.9,-8.2536835,"115.1576402"
313,Wisata Gelar River,Bali,Kabupaten Jembrana,bali,+62 365 41010,Wisata Alam,-,https://storage.googleapis.com/travelease-bucket/bali/wisata_gelar_river.jpg,452,4.5,-8.2993803,"114.6553135"
314,Manta Point Nusa Penida,Bali,Kota Denpasar,bali,-,Snorkling area,"Lokasi indah dengan pantai, panorama puncak tebing & perairan jernih untuk snorkeling & melihat pari manta.",https://storage.googleapis.com/travelease-bucket/bali/manta_point_nusa_penida.jpg,1127,4.5,-8.7939035,"115.527015"
315,Jatiluwih,Bali,Kabupaten Tabanan,bali,+62 856-9238-1416,Wisata Alam,"Area indah dengan undakan sawah menghijau yang menarik bagi pejalan kaki, pesepeda & fotografer.",https://storage.googleapis.com/travelease-bucket/bali/jatiluwih.jpg,11701,4.7,-8.37031,"115.131372"
316,Bali Bird Walks,Bali,Kabupaten Gianyar,bali,+62 361 975009,Wisata Alam,-,https://storage.googleapis.com/travelease-bucket/bali/bali_bird_walks.jpg,102,4.6,-8.5081572,"115.2477457"
317,Raja Lima Rumah Pohon Molenteng Nusa Penida,Bali,Kabupaten Klungkung,bali,+62 822-3617-6345,Wisata Alam,"Tempat di puncak bukit, berpanorama laut & pulau indah, plus rumah pohon unik untuk tempat berfoto (berbiaya).",https://storage.googleapis.com/travelease-bucket/bali/raja_lima_rumah_pohon_molenteng_nusa_penida.jpg,2248,4.6,-8.7787791,"115.6169247"
318,Lovina Dolphin Watching,Bali,Kabupaten Buleleng,bali,+62 877-6271-8933,Pantai,-,https://storage.googleapis.com/travelease-bucket/bali/lovina_dolphin_watching.jpg,381,4.7,-8.1639235,"115.0215886"
319,Sangeh Monkey Forest,Bali,Kabupaten Badung,bali,+62 851-0302-8181,Kebun Binatang,"Hutan seluas 14,16 hektare dengan peninggalan candi Hindu abad ke-17 & kawanan makaka jinak warna abu-abu.",https://storage.googleapis.com/travelease-bucket/bali/sangeh_monkey_forest.jpg,7133,4.6,-8.4817743,"115.2067391"
320,Taman Budaya Garuda Wisnu Kencana,Bali,Kabupaten Badung,bali,+62 361 700808,Wisata Sejarah & Budaya,"Taman luas yang menampilkan patung Hindu monumental, dengan pertunjukan tari & konser yang sering diadakan.",https://storage.googleapis.com/travelease-bucket/bali/taman_budaya_garuda_wisnu_kencana.jpg,63418,4.5,-8.8104228,"115.1675986"
321,Sampalan Beach,Bali,Kabupaten Klungkung,bali,-,Pantai,-,https://storage.googleapis.com/travelease-bucket/bali/sampalan_beach.jpg,520,4.5,-8.6719272,"115.5597316"
322,Tegenungan Waterfall,Bali,Kabupaten Gianyar,bali,-,Wisata Alam,"Air terjun indah di hutan rimbun yang berlokasi di atas area rendam dangkal, dengan kafe di sekitarnya.",https://storage.googleapis.com/travelease-bucket/bali/tegenungan_waterfall.jpg,33125,4.3,-8.5753621,"115.2889599"
323,Bali Sea Turtle Society,Bali,Kabupaten Badung,bali,+62 811-3882-683,Organisasi,Kantor pusat kelompok pencinta lingkungan pulau di tepi pantai yang melindungi telur penyu di musim bersarang.,https://storage.googleapis.com/travelease-bucket/bali/bali_sea_turtle_society.jpg,278,4.4,-8.7232678,"115.1698051"
324,Kajeng Rice Field,Bali,Kabupaten Gianyar,bali,-,Wisata Alam,"Jalur yang membawa pejalan kaki melalui sawah & desa Kajeng, bergabung dengan jalur lain untuk jalan memutar.",https://storage.googleapis.com/travelease-bucket/bali/kajeng_rice_field.jpg,841,4.6,-8.5006232,"115.2618325"
325,Friends of the National Parks Foundation,Bali,Kabupaten Klungkung,bali,-,Organisasi Nonprofit,-,https://storage.googleapis.com/travelease-bucket/bali/friends_of_the_national_parks_foundation.jpg,26,4.9,-8.68388,"115.518827"
326,Waterblow,Bali,Kabupaten Badung,bali,-,Pantai,"Ketika ombak menghantam karang ini saat air pasang, tinggi hasil cipratannya mencapai beberapa meter.",https://storage.googleapis.com/travelease-bucket/bali/waterblow.jpg,9330,4.4,-8.8038567,"115.2398639"
327,Banyumala Waterfall,Bali,Kabupaten Buleleng,bali,+62 858-5778-9980,Wisata Alam,Tempat populer untuk fotografer dengan air terjun terbelah yang mengalir dari bebatuan ke kolam di hutan.,https://storage.googleapis.com/travelease-bucket/bali/banyumala_waterfall.jpg,4286,4.8,-8.2171873,"115.1016811"
328,Ubud Palace,Bali,Kabupaten Gianyar,bali,-,Wisata Sejarah & Budaya,Pura ikonis yang menampilkan seni dan pertunjukan tari Bali di area pedesaan yang rimbun.,https://storage.googleapis.com/travelease-bucket/bali/ubud_palace.jpg,13780,4.3,-8.5065977,"115.2625884"
329,Bali Bird Park,Bali,Kabupaten Gianyar,bali,+62 361 299352,Kebun Binatang,"Taman hewan dengan burung eksotis, pemberian makan & pertunjukan, dengan reptil, tanaman lokal & kafe.",https://storage.googleapis.com/travelease-bucket/bali/bali_bird_park.jpg,12296,4.6,-8.5995781,"115.2519216"
330,Mangrove Point,Bali,Kabupaten Klungkung,bali,+62 813-5339-2851,Wisata Alam,"Destinasi dengan hutan bakau dan perairan, terbuka untuk tur kayak yang indah, serta snorkeling.",https://storage.googleapis.com/travelease-bucket/bali/mangrove_point.jpg,912,4.3,-8.6662999,"115.4669795"
331,Bali Swing,Bali,Kabupaten Badung,bali,+62 878-8828-8832,Tujuan Wisata,"Aktivitas petualangan yang menawarkan berbagai tur, arung jeram, dan ayunan tali dengan pemandangan hutan.",https://storage.googleapis.com/travelease-bucket/bali/bali_swing.jpg,13938,4.6,-8.4906347,"115.2399794"
332,"Kemenuh Butterfly Park, Bali",Bali,Kabupaten Gianyar,bali,+62 878-5549-3397,Kebun Binatang,-,"https://storage.googleapis.com/travelease-bucket/bali/kemenuh_butterfly_park,_bali.jpg",875,4.4,-8.572696,"115.2866632"
333,Air Terjun Melanting,Bali,Kabupaten Buleleng,bali,-,Wisata Alam,"Air terjun tinggi di hutan lebat, jatuh dari batu terjal ke dalam kolam dengan dek observasi.",https://storage.googleapis.com/travelease-bucket/bali/air_terjun_melanting.jpg,464,4.7,-8.2608842,"115.0627329"
334,Upside Down World Bali,Bali,Kota Denpasar,bali,+62 811-3880-0123,Tujuan Wisata,"Tempat foto unik yang menampilkan lokasi terbalik, dengan furnitur yang ditata di langit-langit.",https://storage.googleapis.com/travelease-bucket/bali/upside_down_world_bali.jpg,3902,4.2,-8.716711,"115.2052612"
335,Museum Seni Agung Rai,Bali,Kabupaten Gianyar,bali,+62 361 976659,Wisata Sejarah & Budaya,"Museum seni yang menampilkan karya tradisional & kontemporer seniman Bali, Indonesia & lainnya.",https://storage.googleapis.com/travelease-bucket/bali/museum_seni_agung_rai.jpg,1212,4.5,-8.5228143,"115.2637566"
336,Pura Goa Giri Putri,Bali,Kabupaten Klungkung,bali,-,Wisata Alam,"Kuil yang dibangun di salah satu gua terbesar di Nusa Penida, diakses dengan tangga yang berliku.",https://storage.googleapis.com/travelease-bucket/bali/pura_goa_giri_putri.jpg,1778,4.5,-8.7089515,"115.5861147"
337,The Blanco Renaissance Museum,Bali,Kabupaten Gianyar,bali,+62 361 975502,Wisata Sejarah & Budaya,"Museum seni yang memamerkan karya terkenal dari Antonio Blanco, serta taman dengan beo & burung eksotis.",https://storage.googleapis.com/travelease-bucket/bali/the_blanco_renaissance_museum.jpg,1891,4.3,-8.5049558,"115.2541995"
338,Manta Bay,Bali,Kabupaten Klungkung,bali,-,Snorkling area,-,https://storage.googleapis.com/travelease-bucket/bali/manta_bay.jpg,198,3.2,-8.7349753,"115.4488976"
339,Kawasan Pariwisata Nusa Dua,Bali,Kabupaten Badung,bali,+62 361 771010,Tujuan Wisata,"Area turis yang terkenal karena resor & pantai, dengan objek wisata seperti pura, museum & golf.",https://storage.googleapis.com/travelease-bucket/bali/kawasan_pariwisata_nusa_dua.jpg,193,4.6,-8.8034419,"115.2282787"
340,Pura Tirta Empul,Bali,Kabupaten Gianyar,bali,-,Wisata Sejarah & Budaya,Pura umat Hindu Bali dengan area mandi yang berisi air suci untuk ritual penyucian.,https://storage.googleapis.com/travelease-bucket/bali/pura_tirta_empul.jpg,24153,4.6,-8.4156589,"115.3153284"
341,Rice Fields Walk,Bali,Kabupaten Gianyar,bali,-,Wisata Alam,-,https://storage.googleapis.com/travelease-bucket/bali/rice_fields_walk.jpg,174,4.8,-8.4949388,"115.2475037"
342,Pantai Keramas,Bali,Kabupaten Gianyar,bali,-,Pantai,"Peselancar sering mengunjungi pesisir pantai dengan pasir hitam, ombak luas & pemandangan indah ini.",https://storage.googleapis.com/travelease-bucket/bali/pantai_keramas.jpg,1111,4.5,-8.5977459,"115.3390381"
343,U Fun Field,Bali,Kabupaten Gianyar,bali,+62 812-3756-1677,Wisata Alam,-,https://storage.googleapis.com/travelease-bucket/bali/u_fun_field.jpg,300,4.6,-8.4324703,"115.2728388"
344,"Lembongan Trip, Manta Ray Snorkeling, Penida day tour",Bali,Kabupaten Klungkung,bali,+62 812-3660-3218,Penyelenggara Perjalanan,-,"https://storage.googleapis.com/travelease-bucket/bali/lembongan_trip,_manta_ray_snorkeling,_penida_day_tour.jpg",1163,4.9,-8.6802839,"115.4476454"
345,Puncak Indah Bedugul,Bali,Kabupaten Tabanan,bali,+62 887-0309-7941,Wisata Alam,-,https://storage.googleapis.com/travelease-bucket/bali/puncak_indah_bedugul.jpg,712,4.6,-8.2782353,"115.1653485"
346,Beautiful big tree,Bali,Kabupaten Tabanan,bali,-,Beautiful big tree,-,https://storage.googleapis.com/travelease-bucket/bali/beautiful_big_tree.jpg,3,5.0,-8.4067121,"115.1867761"
347,Bali Zoo,Bali,Kabupaten Gianyar,bali,+62 878-8020-0200,Kebun Binatang,"Kebun binatang luas berisi orang utan, gajah & singa Afrika, dengan aktivitas & pertunjukan yang interaktif.",https://storage.googleapis.com/travelease-bucket/bali/bali_zoo.jpg,19910,4.4,-8.5916783,"115.2656522"
348,Museum Pasifika Bali,Bali,Kabupaten Badung,bali,+62 361 774935,Wisata Sejarah & Budaya,Museum ramah-anak ini memiliki 11 paviliun yang disediakan untuk berbagai genre karya seni Asia Pasifik.,https://storage.googleapis.com/travelease-bucket/bali/museum_pasifika_bali.jpg,588,4.5,-8.8001117,"115.2307077"
349,Ricefields Tegallalang,Bali,Kabupaten Gianyar,bali,+62 821-4567-8979,Wisata Alam,-,https://storage.googleapis.com/travelease-bucket/bali/ricefields_tegallalang.jpg,800,4.4,-8.4326349,"115.2787491"
350,Pura Puncak Mundi,Bali,Kabupaten Klungkung,bali,-,Wisata Sejarah & Budaya,-,https://storage.googleapis.com/travelease-bucket/bali/pura_puncak_mundi.jpg,306,4.7,-8.7321375,"115.5242335"
351,Kanto Lampo Waterfall,Bali,Kabupaten Gianyar,bali,+62 823-4180-5579,Wisata Alam,Jalan berhutan ke air terjun ini menuruni bebatuan ke kolam kecil yang dikelilingi dedaunan.,https://storage.googleapis.com/travelease-bucket/bali/kanto_lampo_waterfall.jpg,4532,4.3,-8.5321802,"115.3312408"
352,Balangan Beach,Bali,Kabupaten Badung,bali,-,Pantai,"Tujuan wisata tenang di tepi pantai, terkenal sebagai tempat selancar, snorkeling & kegiatan rekreasi lainnya.",https://storage.googleapis.com/travelease-bucket/bali/balangan_beach.jpg,1963,4.6,-8.7910968,"115.1243377"
353,Banyu Wana Amertha Waterfall,Bali,Kabupaten Buleleng,bali,+62 822-4616-9096,Wisata Alam,Air terjun tenang dengan kolam yang dikelilingi tumbuhan subur dan air terjun kecil lainnya di dekatnya.,https://storage.googleapis.com/travelease-bucket/bali/banyu_wana_amertha_waterfall.jpg,1113,4.8,-8.212829,"115.1222271"
354,Bali Quad Discovery Tours,Bali,Kabupaten Gianyar,bali,+62 361 720766,Tujuan Wisata,-,https://storage.googleapis.com/travelease-bucket/bali/bali_quad_discovery_tours.jpg,150,4.6,-8.3288891,"115.2731454"
355,Plaza Wisnu,Bali,Kabupaten Badung,bali,-,Tujuan Wisata,-,https://storage.googleapis.com/travelease-bucket/bali/plaza_wisnu.jpg,72,4.5,-8.8098285,"115.1683232"
356,Big Garden Corner,Bali,Kota Denpasar,bali,+62 812-3810-2983,Taman,"Aneka koleksi patung batu yang dipajang di luar ruangan, dilengkapi taman bermain & restoran.",https://storage.googleapis.com/travelease-bucket/bali/big_garden_corner.jpg,6082,4.3,-8.6568602,"115.253657"
357,Bali Twin Lake Trekking Point,Bali,Kabupaten Buleleng,bali,+62 821-4432-7656,Wisata Alam,-,https://storage.googleapis.com/travelease-bucket/bali/bali_twin_lake_trekking_point.jpg,170,4.4,-8.2473297,"115.0991074"
358,Waterbom Bali,Bali,Kabupaten Badung,bali,+62 361 755676,Taman Rekreasi,"Taman bermain air yang dilengkapi dengan wahana untuk segala umur, restoran, tempat makan, & bar kolam renang.",https://storage.googleapis.com/travelease-bucket/bali/waterbom_bali.jpg,15009,4.7,-8.7285829,"115.16929"
359,The SILA'S Agrotourism,Bali,Kabupaten Tabanan,bali,+62 857-3710-2000,Taman Hiburan,"Area rekreasi luar ruangan dengan perkemahan, paintball, berkuda, memetik buah & area permainan anak.",https://storage.googleapis.com/travelease-bucket/bali/the_sila's_agrotourism.jpg,2932,4.4,-8.3008386,"115.160651"
360,Bali Camel Adventure,Bali,Kabupaten Badung,bali,-,Pantai,-,https://storage.googleapis.com/travelease-bucket/bali/bali_camel_adventure.jpg,182,4.6,-8.752645,"115.1637081"
361,Buyan Lake,Bali,Kabupaten Buleleng,bali,+62 362 21342,Wisata Alam,-,https://storage.googleapis.com/travelease-bucket/bali/buyan_lake.jpg,96,4.6,-8.2429113,"115.1230949"
362,Pura Beji Sangsit (Cagar Budaya & Pura Umum),Bali,Kabupaten Buleleng,bali,+62 815-5800-7230,Wisata Sejarah & Budaya,Pura abad ke-15 dengan pahatan batu memukau berbentuk ular & figur mistis.,https://storage.googleapis.com/travelease-bucket/bali/pura_beji_sangsit_(cagar_budaya_&_pura_umum).jpg,651,4.6,-8.0837526,"115.1342524"
363,Pura Teratai Bang,Bali,Kabupaten Tabanan,bali,-,Wisata Sejarah & Budaya,-,https://storage.googleapis.com/travelease-bucket/bali/pura_teratai_bang.jpg,125,4.7,-8.2761991,"115.1484146"
364,Karang Boma Cliff,Bali,Kabupaten Badung,bali,-,Pantai,Mendaki ke tempat pengamatan puncak tebing berhutan yang populer untuk melihat matahari terbenam di Laut Bali.,https://storage.googleapis.com/travelease-bucket/bali/karang_boma_cliff.jpg,1602,4.6,-8.8345366,"115.0877251"
365,"5GX Bali",Bali,Kabupaten Badung,bali,+62 819-9973-3399,Taman Hiburan,-,https://storage.googleapis.com/travelease-bucket/bali/5gx_bali.jpg,431,4.7,-8.7178511,"115.174477"
366,Tugu Peringatan Bom Bali,Bali,Kabupaten Badung,bali,-,Wisata Sejarah & Budaya,"Situs memorial bom & monumen yang indah dengan dinding nama, hiasan bunga & bendera di sekelilingnya.",https://storage.googleapis.com/travelease-bucket/bali/tugu_peringatan_bom_bali.jpg,7851,4.6,-8.7172698,"115.17449"
367,Tanah Lot,Bali,Kabupaten Tabanan,bali,+62 361 880361,Tujuan Wisata,Pura tradisional Bali yang terletak di sebuah pulau kecil berbatu & menawarkan pemandangan laut.,https://storage.googleapis.com/travelease-bucket/bali/tanah_lot.jpg,94946,4.6,-8.621213,"115.086807"
368,"Baruna Statue, God of Sea",Bali,Kabupaten Badung,bali,-,Wisata Sejarah & Budaya,-,"https://storage.googleapis.com/travelease-bucket/bali/baruna_statue,_god_of_sea.jpg",23,4.2,-8.7375094,"115.1604694"
369,Gapura Nusa Dua,Bali,Kabupaten Badung,bali,-,Tujuan Wisata,-,https://storage.googleapis.com/travelease-bucket/bali/gapura_nusa_dua.jpg,6,3.8,-8.7978295,"115.225117"
370,Pandora Experience Escape Room Bali,Bali,Kabupaten Badung,bali,+62 878-6225-1822,Shopping Area,-,https://storage.googleapis.com/travelease-bucket/bali/pandora_experience_escape_room_bali.jpg,556,4.7,-8.7065454,"115.1780584"
371,Tebing Pantai Balangan,Bali,Kabupaten Badung,bali,+62 361 9009270,Tujuan Wisata,-,https://storage.googleapis.com/travelease-bucket/bali/tebing_pantai_balangan.jpg,505,4.8,-8.7896794,"115.1251549"
372,Monumen Taman Mumbul,Bali,Kabupaten Badung,bali,+62 813-3800-9501,Tujuan Wisata,-,https://storage.googleapis.com/travelease-bucket/bali/monumen_taman_mumbul.jpg,92,4.0,-8.7856993,"115.194214"
373,Pasar Senggol Gianyar,Bali,Gianyar Regency,bali,-,Tourist attraction,"Night market on main strip with stalls/vendors selling Indonesian street food, clothing & souvenirs.",https://storage.googleapis.com/travelease-bucket/bali/pasar_senggol_gianyar.jpg,7008,4.4,-8.5428315,"115.3222552"
374,THE MANTA POINT,Bali,Kabupaten Klungkung,bali,-,Tujuan Wisata,-,https://storage.googleapis.com/travelease-bucket/bali/the_manta_point.jpg,255,4.7,-8.8019211,"115.5517607"
375,DIAMOND BEACH NUSA PENIDA,Bali,Kabupaten Klungkung,bali,+62 857-3933-2950,Tujuan Wisata,-,https://storage.googleapis.com/travelease-bucket/bali/diamond_beach_nusa_penida.jpg,6495,4.7,-8.7751348,"115.6202282"
377,Kimanis Sunset Point,Bali,Kabupaten Klungkung,bali,-,Pantai,-,https://storage.googleapis.com/travelease-bucket/bali/kimanis_sunset_point.jpg,11,4.4,-8.7575351,"115.5383628"
378,Molenteng,Bali,Kabupaten Klungkung,bali,-,Tujuan Wisata,-,https://storage.googleapis.com/travelease-bucket/bali/molenteng.jpg,2,5.0,-8.7761184,"115.6149112"
379,Seganing Waterfall,Bali,Kabupaten Klungkung,bali,+62 822-3617-6345,Tujuan Wisata,"Air terjun tepi pantai & kolam alami indah, dijangkau melalui jalur setapak tepi tebing yang sempit & sulit.",https://storage.googleapis.com/travelease-bucket/bali/seganing_waterfall.jpg,451,4.0,-8.760954,"115.4868511"
380,Rice Terrace Munduk,Bali,Kabupaten Buleleng,bali,-,Tujuan Wisata,-,https://storage.googleapis.com/travelease-bucket/bali/rice_terrace_munduk.jpg,158,4.6,-8.2713376,"115.0572231"
381,Village Munduk,Bali,Kabupaten Buleleng,bali,-,Tujuan Wisata,-,https://storage.googleapis.com/travelease-bucket/bali/village_munduk.jpg,8,3.8,-8.2666267,"115.054678"
382,Air Terjun Munduk,Bali,Kabupaten Buleleng,bali,-,Wisata Alam,Jalur pendakian pendek mencapai air terjun indah yang mengalir di tengah lingkungan yang rimbun.,https://storage.googleapis.com/travelease-bucket/bali/air_terjun_munduk.jpg,218,4.5,-8.2607417,"115.0685229"
383,Penestanan stairs,Bali,Kabupaten Gianyar,bali,-,Tujuan Wisata,-,https://storage.googleapis.com/travelease-bucket/bali/penestanan_stairs.jpg,72,4.7,-8.5032466,"115.2526753"
384,Bali Butterfly Park Tabanan,Bali,Kabupaten Tabanan,bali,+62 878-6307-5006,Taman,Lokasi yang cocok untuk keluarga dengan tur edukasi yang memiliki beragam spesies kupu-kupu & serangga.,https://storage.googleapis.com/travelease-bucket/bali/bali_butterfly_park_tabanan.jpg,1563,4.4,-8.4795048,"115.1348148"
